frequency_Hz,magnitude_Vpeak,magnitude_dBFS,bin_type
296.904020,0.00023931,-76.7705,noise
298.857320,0.00030475,-74.6707,noise
300.810680,0.00044963,-71.2926,noise
302.763980,0.00044132,-71.4547,noise
304.717300,0.00031605,-74.3545,noise
306.670600,0.00029797,-74.8663,noise
308.623920,0.00015415,-80.5908,noise
310.577240,0.00035907,-73.2461,noise
312.530560,0.00040937,-72.1073,noise
314.483900,0.00061595,-68.5587,noise
316.437200,0.00077200,-66.5974,noise
318.390500,0.00037272,-72.9220,noise
320.343800,0.00051241,-70.1573,noise
322.297160,0.00034889,-73.4960,noise
324.250460,0.00055654,-69.4398,noise
326.203760,0.00040190,-72.2673,noise
328.157080,0.00031587,-74.3596,noise
330.110400,0.00020202,-78.2417,noise
332.063720,0.00039075,-72.5117,noise
334.017040,0.00073312,-67.0462,noise
335.970332,0.00027139,-75.6778,noise
337.923680,0.00042042,-71.8759,noise
339.876984,0.00063290,-68.3229,noise
341.830300,0.00046184,-71.0598,noise
343.783600,0.00021668,-77.6331,noise
345.736936,0.00028352,-75.2981,noise
347.690240,0.00022255,-77.4012,noise
349.643560,0.00019562,-78.5216,noise
351.596868,0.00023493,-76.9311,noise
353.550200,0.00030047,-74.7936,noise
355.503500,0.00007184,-87.2221,noise
357.456832,0.00027339,-75.6141,noise
359.410120,0.00031914,-74.2700,noise
361.363468,0.00019115,-78.7221,noise
363.316760,0.00001384,-101.5282,noise
365.270080,0.00015502,-80.5420,noise
367.223400,0.00027870,-75.4470,noise
369.176720,0.00031885,-74.2779,noise
371.130040,0.00034833,-73.5098,noise
373.083336,0.00033888,-73.7487,noise
375.036680,0.00040303,-72.2430,noise
376.990000,0.00013889,-81.4964,noise
378.943300,0.00014304,-81.2403,noise
380.896600,0.00022716,-77.2229,noise
382.849960,0.00020677,-78.0400,noise
384.803240,0.00035160,-73.4288,noise
386.756560,0.00027886,-75.4421,noise
388.709880,0.00040625,-72.1738,noise
390.663200,0.00024200,-76.6736,noise
392.616520,0.00016523,-79.9879,noise
394.569832,0.00002656,-95.8664,noise
396.523120,0.00020745,-78.0116,noise
398.476480,0.00004676,-90.9525,noise
400.429784,0.00025420,-76.2462,noise
402.383100,0.00043391,-71.6016,noise
404.336400,0.00046904,-70.9254,noise
406.289720,0.00025663,-76.1636,noise
408.243040,0.00017771,-79.3555,noise
410.196360,0.00013078,-82.0191,noise
412.149668,0.00017603,-79.4379,noise
414.103000,0.00042968,-71.6867,noise
416.056300,0.00039992,-72.3101,noise
418.009600,0.00021830,-77.5686,noise
419.962920,0.00005197,-90.0339,noise
421.916268,0.00003256,-94.0953,noise
423.869560,0.00015523,-80.5304,noise
425.822880,0.00024077,-76.7177,noise
427.776184,0.00015571,-80.5035,noise
429.729520,0.00016282,-80.1156,noise
431.682840,0.00019012,-78.7691,noise
433.636136,0.00006437,-88.1765,noise
435.589440,0.00014422,-81.1691,noise
437.542800,0.00015466,-80.5622,noise
439.496100,0.00022617,-77.2611,noise
441.449400,0.00005578,-89.4201,noise
443.402736,0.00005299,-89.8655,noise
445.356040,0.00013106,-82.0004,noise
447.309360,0.00010221,-84.1601,noise
449.262680,0.00010230,-84.1520,noise
451.216000,0.00020282,-78.2073,noise
453.169300,0.00006228,-88.4630,noise
455.122632,0.00010008,-84.3425,noise
457.075920,0.00009048,-85.2187,noise
459.029280,0.00006509,-88.0794,noise
460.982560,0.00017503,-79.4875,noise
462.935880,0.00027837,-75.4574,noise
464.889200,0.00011813,-82.9023,noise
466.842520,0.00026877,-75.7619,noise
468.795840,0.00017182,-79.6482,noise
470.749160,0.00020174,-78.2540,noise
472.702440,0.00009137,-85.1335,noise
474.655800,0.00003887,-92.5575,noise
476.609100,0.00019831,-78.4027,noise
478.562400,0.00025973,-76.0593,noise
480.515720,0.00021979,-77.5097,noise
482.469040,0.00021288,-77.7872,noise
484.422360,0.00018438,-79.0354,guard
486.375680,0.00025122,-76.3486,guard
488.328984,0.00016341,-80.0843,guard
490.282320,0.00014076,-81.3798,guard
492.235640,0.00022453,-77.3240,harmonic
494.188920,0.00035754,-73.2832,harmonic
496.142240,0.00025430,-76.2428,harmonic
498.095584,0.00027717,-75.4949,harmonic
500.048900,0.00045922,-71.1093,harmonic
502.002200,0.00031325,-74.4319,harmonic
503.955540,0.00016068,-80.2302,harmonic
505.908840,0.00008920,-85.3428,harmonic
507.862160,0.00021835,-77.5666,harmonic
509.815468,0.00016362,-80.0732,guard
511.768800,0.00007409,-86.9548,guard
513.722100,0.00011351,-83.2493,guard
515.675400,0.00010779,-83.6981,guard
517.628700,0.00013508,-81.7375,noise
519.582040,0.00005232,-89.9771,noise
521.535320,0.00011736,-82.9590,noise
523.488700,0.00005967,-88.8340,noise
525.442000,0.00017814,-79.3345,noise
527.395300,0.00024206,-76.6713,noise
529.348640,0.00024264,-76.6506,noise
531.301920,0.00005116,-90.1709,noise
533.255240,0.00025740,-76.1374,noise
535.208560,0.00029618,-74.9186,noise
537.161840,0.00013689,-81.6224,noise
539.115240,0.00001183,-102.8935,noise
541.068520,0.00022820,-77.1832,noise
543.021840,0.00020834,-77.9743,noise
544.975160,0.00019604,-78.5026,noise
546.928480,0.00025551,-76.2016,noise
548.881800,0.00037136,-72.9537,noise
550.835100,0.00039327,-72.4558,noise
552.788400,0.00016952,-79.7654,noise
554.741760,0.00027737,-75.4883,noise
556.695080,0.00028373,-75.2915,noise
558.648400,0.00022963,-77.1292,noise
560.601700,0.00021752,-77.5996,noise
562.555000,0.00018978,-78.7848,noise
564.508300,0.00012695,-82.2773,noise
566.461600,0.00015062,-80.7918,noise
568.415000,0.00020750,-78.0093,noise
570.368300,0.00025270,-76.2974,noise
572.321600,0.00012120,-82.6796,noise
574.274900,0.00014206,-81.3001,noise
576.228200,0.00018644,-78.9390,noise
578.181500,0.00020395,-78.1593,noise
580.134800,0.00019878,-78.3822,noise
582.088160,0.00020878,-77.9561,noise
584.041500,0.00006279,-88.3919,noise
585.994800,0.00010583,-83.8571,noise
587.948100,0.00023682,-76.8611,noise
589.901400,0.00012415,-82.4710,noise
591.854760,0.00017709,-79.3859,noise
593.808040,0.00009437,-84.8527,noise
595.761360,0.00008583,-85.6770,noise
597.714680,0.00010366,-84.0375,noise
599.668000,0.00009151,-85.1205,noise
601.621320,0.00008025,-86.2610,noise
603.574640,0.00010098,-84.2654,noise
605.527960,0.00024791,-76.4638,noise
607.481240,0.00029819,-74.8597,noise
609.434600,0.00019261,-78.6560,noise
611.387900,0.00011378,-83.2285,noise
613.341200,0.00009498,-84.7970,noise
615.294560,0.00005132,-90.1437,noise
617.247840,0.00013055,-82.0339,noise
619.201200,0.00028597,-75.2232,noise
621.154500,0.00018248,-79.1252,noise
623.107800,0.00008160,-86.1159,noise
625.061100,0.00015588,-80.4939,noise
627.014400,0.00008983,-85.2815,noise
628.967800,0.00004869,-90.6003,noise
630.921100,0.00020595,-78.0743,noise
632.874400,0.00021763,-77.5954,noise
634.827700,0.00006923,-87.5442,noise
636.781000,0.00008562,-85.6986,noise
638.734300,0.00010574,-83.8647,noise
640.687600,0.00012746,-82.2419,noise
642.640900,0.00020221,-78.2338,noise
644.594300,0.00034460,-73.6034,noise
646.547600,0.00024018,-76.7391,noise
648.500900,0.00011656,-83.0185,noise
650.454200,0.00013186,-81.9476,noise
652.407520,0.00004478,-91.3288,noise
654.360840,0.00020992,-77.9086,noise
656.314160,0.00030228,-74.7415,noise
658.267480,0.00014321,-81.2300,noise
660.220800,0.00018336,-79.0834,noise
662.174160,0.00005478,-89.5780,noise
664.127440,0.00014942,-80.8617,noise
666.080760,0.00011086,-83.4544,noise
668.034080,0.00004034,-92.2342,noise
669.987360,0.00012129,-82.6730,noise
671.940700,0.00017173,-79.6527,noise
673.894000,0.00020556,-78.0909,noise
675.847320,0.00016268,-80.1229,noise
677.800680,0.00007735,-86.5809,noise
679.753968,0.00008918,-85.3440,noise
681.707300,0.00013421,-81.7942,noise
683.660600,0.00009361,-84.9231,noise
685.613900,0.00008437,-85.8255,noise
687.567200,0.00011997,-82.7684,noise
689.520560,0.00019805,-78.4141,noise
691.473900,0.00010691,-83.7693,noise
693.427200,0.00011361,-83.2414,noise
695.380500,0.00029207,-75.0398,noise
697.333800,0.00019552,-78.5258,noise
699.287100,0.00001401,-101.4196,noise
701.240400,0.00014311,-81.2364,noise
703.193700,0.00020740,-78.0135,noise
705.147100,0.00020649,-78.0518,noise
707.100400,0.00009952,-84.3912,noise
709.053700,0.00001521,-100.7092,noise
711.007000,0.00007487,-86.8635,noise
712.960300,0.00008423,-85.8405,noise
714.913636,0.00012966,-82.0937,noise
716.866960,0.00016508,-79.9960,noise
718.820240,0.00014563,-81.0846,noise
720.773600,0.00016086,-80.2205,noise
722.726900,0.00014033,-81.4065,noise
724.680240,0.00004576,-91.1397,noise
726.633520,0.00020155,-78.2621,noise
728.586840,0.00028240,-75.3324,noise
730.540160,0.00023715,-76.8494,noise
732.493440,0.00011366,-83.2376,noise
734.446800,0.00012006,-82.7614,guard
736.400160,0.00006096,-88.6485,guard
738.353480,0.00007381,-86.9871,guard
740.306736,0.00010540,-83.8929,guard
742.260100,0.00011957,-82.7969,harmonic
744.213400,0.00013493,-81.7478,harmonic
746.166700,0.00016102,-80.2120,harmonic
748.120000,0.00004309,-91.6622,harmonic
750.073360,0.00025442,-76.2387,harmonic
752.026700,0.00015067,-80.7894,harmonic
753.980000,0.00009828,-84.5008,harmonic
755.933300,0.00014391,-81.1879,harmonic
757.886600,0.00020832,-77.9750,harmonic
759.839900,0.00014639,-81.0393,guard
761.793200,0.00009661,-84.6490,guard
763.746500,0.00009286,-84.9931,guard
765.699900,0.00006039,-88.7299,guard
767.653200,0.00003115,-94.4796,noise
769.606500,0.00015141,-80.7466,noise
771.559800,0.00013179,-81.9517,noise
773.513100,0.00007384,-86.9837,noise
775.466436,0.00015842,-80.3535,noise
777.419760,0.00009462,-84.8300,noise
779.373040,0.00010302,-84.0916,noise
781.326400,0.00020652,-78.0505,noise
783.279700,0.00014862,-80.9080,noise
785.233040,0.00012611,-82.3347,noise
787.186320,0.00014469,-81.1410,noise
789.139636,0.00013125,-81.9878,noise
791.092920,0.00015817,-80.3672,noise
793.046240,0.00017460,-79.5089,noise
794.999600,0.00015906,-80.3187,noise
796.952920,0.00016990,-79.7458,noise
798.906240,0.00006979,-87.4740,noise
800.859568,0.00015316,-80.6465,noise
802.812880,0.00030221,-74.7435,noise
804.766200,0.00023088,-77.0820,noise
806.719500,0.00007633,-86.6957,noise
808.672800,0.00013711,-81.6084,noise
810.626100,0.00018929,-78.8073,noise
812.579440,0.00009359,-84.9248,noise
814.532800,0.00015358,-80.6227,noise
816.486100,0.00010583,-83.8576,noise
818.439400,0.00008652,-85.6073,noise
820.392700,0.00020785,-77.9946,noise
822.346000,0.00012228,-82.6025,noise
824.299300,0.00011784,-82.9241,noise
826.252700,0.00013534,-81.7209,noise
828.206000,0.00008724,-85.5355,noise
830.159300,0.00004859,-90.6183,noise
832.112600,0.00014732,-80.9845,noise
834.065900,0.00020634,-78.0579,noise
836.019200,0.00016340,-80.0847,noise
837.972560,0.00019800,-78.4163,noise
839.925840,0.00017704,-79.3881,noise
841.879200,0.00009879,-84.4553,noise
843.832500,0.00006261,-88.4162,noise
845.785800,0.00017162,-79.6583,noise
847.739120,0.00013200,-81.9383,noise
849.692432,0.00019361,-78.6110,noise
851.645760,0.00019472,-78.5614,noise
853.599080,0.00015259,-80.6791,noise
855.552368,0.00021658,-77.6373,noise
857.505760,0.00019190,-78.6880,noise
859.459080,0.00006071,-88.6846,noise
861.412336,0.00011171,-83.3875,noise
863.365680,0.00012926,-82.1206,noise
865.319000,0.00015008,-80.8231,noise
867.272300,0.00020009,-78.3252,noise
869.225600,0.00016559,-79.9690,noise
871.178900,0.00021006,-77.9029,noise
873.132240,0.00008657,-85.6027,noise
875.085600,0.00016948,-79.7674,noise
877.038900,0.00014624,-81.0481,noise
878.992200,0.00037778,-72.8050,noise
880.945500,0.00019308,-78.6347,noise
882.898800,0.00006760,-87.7512,noise
884.852100,0.00011787,-82.9219,noise
886.805500,0.00009514,-84.7823,noise
888.758800,0.00012943,-82.1089,noise
890.712100,0.00012966,-82.0936,noise
892.665400,0.00012175,-82.6400,noise
894.618700,0.00002205,-97.4796,noise
896.572000,0.00015459,-80.5660,noise
898.525300,0.00019775,-78.4275,noise
900.478640,0.00018377,-79.0642,noise
902.432000,0.00013948,-81.4596,noise
904.385300,0.00020755,-78.0073,noise
906.338600,0.00018422,-79.0432,noise
908.291920,0.00002241,-97.3420,noise
910.245264,0.00008847,-85.4137,noise
912.198520,0.00017141,-79.6690,noise
914.151840,0.00021337,-77.7672,noise
916.105136,0.00025978,-76.0577,noise
918.058520,0.00011049,-83.4836,noise
920.011840,0.00026407,-75.9152,noise
921.965160,0.00026247,-75.9679,noise
923.918480,0.00012758,-82.2339,noise
925.871760,0.00016561,-79.9677,noise
927.825100,0.00026443,-75.9033,noise
929.778400,0.00026099,-76.0172,noise
931.731700,0.00015897,-80.3236,noise
933.685040,0.00008244,-86.0274,noise
935.638360,0.00012736,-82.2493,noise
937.591700,0.00008193,-86.0805,noise
939.545000,0.00013967,-81.4473,noise
941.498300,0.00010669,-83.7871,noise
943.451600,0.00006274,-88.3985,noise
945.404900,0.00018499,-79.0069,noise
947.358300,0.00015228,-80.6966,noise
949.311600,0.00006097,-88.6472,noise
951.264900,0.00030304,-74.7198,noise
953.218200,0.00036819,-73.0281,noise
955.171500,0.00012638,-82.3160,noise
957.124800,0.00008530,-85.7311,noise
959.078100,0.00023373,-76.9754,noise
961.031440,0.00026781,-75.7930,noise
962.984800,0.00019017,-78.7670,noise
964.938100,0.00011492,-83.1419,noise
966.891400,0.00020388,-78.1622,noise
968.844700,0.00011224,-83.3471,noise
970.798032,0.00005703,-89.2279,noise
972.751320,0.00016078,-80.2253,noise
974.704680,0.00026410,-75.9142,noise
976.657968,0.00036144,-73.1890,noise
978.611300,0.00030102,-74.7779,noise
980.564680,0.00005741,-89.1695,noise
982.517920,0.00026766,-75.7981,noise
984.471280,0.00037187,-72.9418,guard
986.424560,0.00024940,-76.4118,guard
988.377840,0.00015754,-80.4017,guard
990.331200,0.00014863,-80.9078,guard
992.284500,0.00006428,-88.1884,harmonic
994.237840,0.00026079,-76.0239,harmonic
996.191168,0.00017305,-79.5863,harmonic
998.144500,0.00035995,-73.2249,harmonic
1000.097800,0.00038176,-72.7138,harmonic
