sample,time_s,raw_u16,code12,voltage_V
124,0.062013000,16211,1013,0.816301
125,0.062513000,34952,2184,1.760000
126,0.063013000,52652,3290,2.651280
127,0.063513000,58878,3679,2.964788
128,0.064012000,50076,3129,2.521566
129,0.064512000,31255,1953,1.573838
130,0.065011000,13619,851,0.685782
131,0.065511000,7345,459,0.369856
132,0.066011000,16131,1008,0.812273
133,0.066510000,34920,2182,1.758388
134,0.067009000,52620,3288,2.649668
135,0.067509000,58926,3682,2.967205
136,0.068008000,50156,3134,2.525594
137,0.068509000,31415,1963,1.581895
138,0.069009000,13603,850,0.684976
139,0.069508000,7281,455,0.366633
140,0.070008000,16083,1005,0.809856
141,0.070508000,34856,2178,1.755166
142,0.071014000,52748,3296,2.656113
143,0.071514000,58910,3681,2.966400
144,0.072013000,50060,3128,2.520760
145,0.072513000,31255,1953,1.573838
146,0.073013000,13539,846,0.681753
147,0.073513000,7361,460,0.370661
148,0.074013000,16195,1012,0.815496
149,0.074512000,35048,2190,1.764834
150,0.075012000,52716,3294,2.654502
151,0.075511000,58942,3683,2.968011
152,0.076011000,50092,3130,2.522371
153,0.076511000,31319,1957,1.577061
154,0.077010000,13571,848,0.683365
155,0.077510000,7265,454,0.365827
156,0.078010000,16035,1002,0.807439
157,0.078509000,34984,2186,1.761611
158,0.079009000,52620,3288,2.649668
159,0.079510000,58878,3679,2.964788
160,0.080010000,50060,3128,2.520760
161,0.080510000,31335,1958,1.577867
162,0.081009000,13555,847,0.682559
163,0.081509000,7265,454,0.365827
164,0.082009000,16067,1004,0.809050
165,0.082508000,34888,2180,1.756777
166,0.083009000,52604,3287,2.648862
167,0.083508000,58974,3685,2.969622
168,0.084008000,50140,3133,2.524788
169,0.084514000,31143,1946,1.568199
170,0.085014000,13507,844,0.680142
171,0.085513000,7281,455,0.366633
172,0.086013000,16195,1012,0.815496
173,0.086514000,35064,2191,1.765640
174,0.087013000,52668,3291,2.652085
175,0.087513000,58878,3679,2.964788
176,0.088013000,49996,3124,2.517537
177,0.088514000,31239,1952,1.573033
178,0.089013000,13539,846,0.681753
179,0.089513000,7345,459,0.369856
180,0.090013000,16243,1015,0.817913
181,0.090513000,35048,2190,1.764834
182,0.091012000,52668,3291,2.652085
183,0.091513000,58910,3681,2.966400
184,0.092012000,50076,3129,2.521566
185,0.092512000,31351,1959,1.578672
186,0.093012000,13571,848,0.683365
187,0.093512000,7345,459,0.369856
188,0.094011000,16195,1012,0.815496
189,0.094511000,34920,2182,1.758388
190,0.095010000,52652,3290,2.651280
191,0.095509000,58990,3686,2.970428
192,0.096009000,50188,3136,2.527205
193,0.096510000,31415,1963,1.581895
194,0.097009000,13603,850,0.684976
195,0.097509000,7313,457,0.368244
196,0.098008000,16051,1003,0.808244
197,0.098514000,35032,2189,1.764028
198,0.099014000,52780,3298,2.657725
199,0.099514000,58958,3684,2.968816
200,0.100014000,49964,3122,2.515926
201,0.100514000,31111,1944,1.566587
202,0.101008000,13667,854,0.688199
203,0.101514000,7297,456,0.367439
204,0.102014000,16179,1011,0.814690
205,0.102513000,35032,2189,1.764028
206,0.103013000,52700,3293,2.653696
207,0.103513000,58862,3678,2.963982
208,0.104012000,50076,3129,2.521566
209,0.104512000,31255,1953,1.573838
210,0.105012000,13571,848,0.683365
211,0.105512000,7297,456,0.367439
212,0.106012000,16227,1014,0.817107
213,0.106512000,35016,2188,1.763223
214,0.107011000,52668,3291,2.652085
215,0.107511000,58894,3680,2.965594
216,0.108010000,50076,3129,2.521566
217,0.108510000,31383,1961,1.580284
218,0.109010000,13651,853,0.687393
219,0.109509000,7329,458,0.369050
220,0.110008000,16083,1005,0.809856
221,0.110508000,34840,2177,1.754360
222,0.111014000,52780,3298,2.657725
223,0.111514000,58926,3682,2.967205
224,0.112013000,50028,3126,2.519148
225,0.112513000,31319,1957,1.577061
226,0.113013000,13523,845,0.680948
227,0.113512000,7345,459,0.369856
228,0.114011000,16083,1005,0.809856
229,0.114510000,34968,2185,1.760806
230,0.115010000,52636,3289,2.650474
231,0.115509000,58926,3682,2.967205
232,0.116009000,50156,3134,2.525594
233,0.116509000,31431,1964,1.582701
234,0.117008000,13555,847,0.682559
235,0.117514000,7329,458,0.369050
236,0.118014000,16275,1017,0.819524
237,0.118514000,35064,2191,1.765640
238,0.119013000,52668,3291,2.652085
239,0.119513000,58990,3686,2.970428
240,0.120012000,50060,3128,2.520760
241,0.120512000,31207,1950,1.571421
242,0.121012000,13507,844,0.680142
243,0.121512000,7345,459,0.369856
244,0.122012000,16195,1012,0.815496
245,0.122512000,34936,2183,1.759194
246,0.123011000,52620,3288,2.649668
247,0.123511000,58894,3680,2.965594
248,0.124011000,50060,3128,2.520760
249,0.124511000,31287,1955,1.575450
250,0.125010000,13619,851,0.685782
251,0.125510000,7265,454,0.365827
252,0.126009000,16067,1004,0.809050
253,0.126509000,34776,2173,1.751138
254,0.127008000,52668,3291,2.652085
255,0.127509000,58910,3681,2.966400
256,0.128009000,50124,3132,2.523982
257,0.128508000,31431,1964,1.582701
258,0.129008000,13635,852,0.686587
259,0.129514000,7313,457,0.368244
260,0.130014000,16243,1015,0.817913
261,0.130513000,35080,2192,1.766445
262,0.131013000,52700,3293,2.653696
263,0.131513000,58958,3684,2.968816
264,0.132012000,50028,3126,2.519148
265,0.132512000,31191,1949,1.570616
266,0.133012000,13523,845,0.680948
267,0.133512000,7313,457,0.368244
268,0.134012000,16179,1011,0.814690
269,0.134511000,35000,2187,1.762417
270,0.135011000,52668,3291,2.652085
271,0.135511000,58910,3681,2.966400
272,0.136011000,50124,3132,2.523982
273,0.136511000,31367,1960,1.579478
274,0.137010000,13619,851,0.685782
275,0.137510000,7329,458,0.369050
276,0.138010000,16131,1008,0.812273
277,0.138510000,34872,2179,1.755972
278,0.139009000,52380,3273,2.637583
279,0.139510000,58894,3680,2.965594
280,0.140009000,50124,3132,2.523982
281,0.140509000,31463,1966,1.584312
282,0.141009000,13635,852,0.686587
283,0.141509000,7313,457,0.368244
284,0.142008000,16099,1006,0.810662
285,0.142514000,35048,2190,1.764834
286,0.143014000,52684,3292,2.652891
287,0.143514000,58862,3678,2.963982
288,0.144014000,49996,3124,2.517537
289,0.144514000,31207,1950,1.571421
290,0.145014000,13523,845,0.680948
291,0.145514000,7377,461,0.371467
292,0.146013000,16211,1013,0.816301
293,0.146513000,35032,2189,1.764028
294,0.147013000,52700,3293,2.653696
295,0.147514000,58942,3683,2.968011
296,0.148013000,50028,3126,2.519148
297,0.148513000,31303,1956,1.576255
298,0.149012000,13555,847,0.682559
299,0.149512000,7329,458,0.369050
300,0.150012000,16163,1010,0.813884
301,0.150511000,34984,2186,1.761611
302,0.151011000,52636,3289,2.650474
303,0.151510000,58910,3681,2.966400
304,0.152011000,50076,3129,2.521566
305,0.152510000,31399,1962,1.581090
306,0.153010000,13667,854,0.688199
307,0.153509000,7329,458,0.369050
308,0.154008000,16051,1003,0.808244
309,0.154514000,35112,2194,1.768057
310,0.155013000,52764,3297,2.656919
311,0.155513000,58974,3685,2.969622
312,0.156013000,50012,3125,2.518343
313,0.156512000,31287,1955,1.575450
314,0.157012000,13411,838,0.675308
315,0.157511000,7361,460,0.370661
316,0.158011000,16147,1009,0.813078
317,0.158511000,34936,2183,1.759194
318,0.159011000,52668,3291,2.652085
319,0.159511000,58990,3686,2.970428
320,0.160010000,50140,3133,2.524788
321,0.160510000,31303,1956,1.576255
322,0.161010000,13587,849,0.684170
323,0.161510000,7329,458,0.369050
324,0.162010000,16019,1001,0.806633
325,0.162509000,34856,2178,1.755166
326,0.163009000,52572,3285,2.647251
327,0.163509000,58974,3685,2.969622
328,0.164009000,50092,3130,2.522371
329,0.164509000,31399,1962,1.581090
330,0.165009000,13651,853,0.687393
331,0.165508000,7313,457,0.368244
332,0.166008000,16083,1005,0.809856
333,0.166508000,34824,2176,1.753555
334,0.167014000,52764,3297,2.656919
335,0.167514000,58958,3684,2.968816
336,0.168013000,50092,3130,2.522371
337,0.168512000,31367,1960,1.579478
338,0.169012000,13587,849,0.684170
339,0.169512000,7265,454,0.365827
340,0.170011000,16163,1010,0.813884
341,0.170511000,34824,2176,1.753555
342,0.171011000,52540,3283,2.645640
343,0.171511000,58846,3677,2.963177
344,0.172011000,50076,3129,2.521566
345,0.172511000,31303,1956,1.576255
346,0.173010000,13571,848,0.683365
347,0.173510000,7281,455,0.366633
348,0.174010000,16099,1006,0.810662
349,0.174509000,34824,2176,1.753555
350,0.175008000,52540,3283,2.645640
351,0.175508000,58942,3683,2.968011
352,0.176008000,50204,3137,2.528011
353,0.176514000,31287,1955,1.575450
354,0.177013000,13555,847,0.682559
355,0.177513000,7361,460,0.370661
356,0.178013000,16179,1011,0.814690
357,0.178513000,35016,2188,1.763223
358,0.179012000,52652,3290,2.651280
359,0.179512000,58958,3684,2.968816
360,0.180011000,50124,3132,2.523982
361,0.180511000,31335,1958,1.577867
362,0.181011000,13603,850,0.684976
363,0.181510000,7297,456,0.367439
364,0.182011000,16099,1006,0.810662
365,0.182511000,34904,2181,1.757583
366,0.183011000,52572,3285,2.647251
367,0.183511000,58926,3682,2.967205
368,0.184011000,50108,3131,2.523177
369,0.184511000,31335,1958,1.577867
370,0.185010000,13635,852,0.686587
371,0.185510000,7329,458,0.369050
372,0.186009000,16067,1004,0.809050
373,0.186508000,34856,2178,1.755166
374,0.187008000,52572,3285,2.647251
375,0.187514000,58958,3684,2.968816
376,0.188014000,50060,3128,2.520760
377,0.188513000,31335,1958,1.577867
378,0.189014000,13555,847,0.682559
379,0.189514000,7361,460,0.370661
380,0.190013000,16195,1012,0.815496
381,0.190513000,34984,2186,1.761611
382,0.191012000,52620,3288,2.649668
383,0.191511000,58926,3682,2.967205
384,0.192011000,50092,3130,2.522371
385,0.192511000,31319,1957,1.577061
386,0.193011000,13571,848,0.683365
387,0.193510000,7345,459,0.369856
388,0.194009000,16099,1006,0.810662
389,0.194510000,34920,2182,1.758388
390,0.195009000,52636,3289,2.650474
391,0.195510000,58990,3686,2.970428
392,0.196010000,50172,3135,2.526400
393,0.196510000,31383,1961,1.580284
394,0.197010000,13619,851,0.685782
395,0.197510000,7329,458,0.369050
396,0.198009000,16051,1003,0.808244
397,0.198509000,34776,2173,1.751138
398,0.199009000,52588,3286,2.648057
399,0.199508000,58926,3682,2.967205
400,0.200008000,50140,3133,2.524788
401,0.200508000,31431,1964,1.582701
402,0.201009000,13635,852,0.686587
403,0.201509000,7313,457,0.368244
404,0.202008000,16051,1003,0.808244
405,0.202514000,35096,2193,1.767251
406,0.203014000,52716,3294,2.654502
407,0.203514000,58974,3685,2.969622
408,0.204014000,50044,3127,2.519954
409,0.204508000,31495,1968,1.585924
410,0.205014000,13507,844,0.680142
411,0.205514000,7329,458,0.369050
412,0.206013000,16211,1013,0.816301
413,0.206513000,34984,2186,1.761611
414,0.207013000,52684,3292,2.652891
415,0.207512000,58942,3683,2.968011
416,0.208012000,50140,3133,2.524788
417,0.208512000,31335,1958,1.577867
418,0.209011000,13587,849,0.684170
419,0.209510000,7329,458,0.369050
420,0.210011000,16147,1009,0.813078
421,0.210511000,34952,2184,1.760000
422,0.211010000,52636,3289,2.650474
423,0.211510000,58862,3678,2.963982
424,0.212010000,50108,3131,2.523177
425,0.212510000,31383,1961,1.580284
426,0.213010000,13635,852,0.686587
427,0.213510000,7345,459,0.369856
428,0.214009000,16099,1006,0.810662
429,0.214508000,34856,2178,1.755166
430,0.215008000,52540,3283,2.645640
431,0.215508000,58942,3683,2.968011
432,0.216014000,50060,3128,2.520760
433,0.216514000,31239,1952,1.573033
434,0.217008000,13699,856,0.689810
435,0.217514000,7297,456,0.367439
436,0.218008000,16067,1004,0.809050
437,0.218508000,34744,2171,1.749526
438,0.219008000,52540,3283,2.645640
439,0.219514000,58878,3679,2.964788
440,0.220013000,50060,3128,2.520760
441,0.220513000,31287,1955,1.575450
442,0.221012000,13587,849,0.684170
443,0.221512000,7313,457,0.368244
444,0.222011000,16147,1009,0.813078
445,0.222511000,34920,2182,1.758388
446,0.223011000,52668,3291,2.652085
447,0.223511000,58910,3681,2.966400
448,0.224011000,50108,3131,2.523177
449,0.224511000,31383,1961,1.580284
450,0.225012000,13635,852,0.686587
451,0.225511000,7329,458,0.369050
452,0.226011000,16147,1009,0.813078
453,0.226511000,34968,2185,1.760806
454,0.227011000,52636,3289,2.650474
455,0.227510000,58910,3681,2.966400
456,0.228010000,50124,3132,2.523982
457,0.228510000,31351,1959,1.578672
458,0.229009000,13635,852,0.686587
459,0.229510000,7313,457,0.368244
460,0.230009000,16083,1005,0.809856
461,0.230508000,34792,2174,1.751943
462,0.231008000,52540,3283,2.645640
463,0.231508000,58894,3680,2.965594
464,0.232008000,50204,3137,2.528011
465,0.232508000,31431,1964,1.582701
466,0.233014000,13539,846,0.681753
467,0.233514000,7329,458,0.369050
468,0.234013000,16195,1012,0.815496
469,0.234513000,35048,2190,1.764834
470,0.235013000,52668,3291,2.652085
471,0.235513000,58974,3685,2.969622
472,0.236013000,50092,3130,2.522371
473,0.236512000,31287,1955,1.575450
474,0.237012000,13619,851,0.685782
475,0.237512000,7265,454,0.365827
476,0.238011000,16035,1002,0.807439
477,0.238511000,34904,2181,1.757583
478,0.239011000,52636,3289,2.650474
479,0.239511000,58942,3683,2.968011
480,0.240010000,50172,3135,2.526400
481,0.240510000,31415,1963,1.581895
482,0.241010000,13635,852,0.686587
483,0.241510000,7345,459,0.369856
484,0.242010000,16099,1006,0.810662
485,0.242510000,34920,2182,1.758388
486,0.243010000,52652,3290,2.651280
487,0.243510000,58926,3682,2.967205
488,0.244009000,50156,3134,2.525594
489,0.244509000,31399,1962,1.581090
490,0.245009000,13635,852,0.686587
491,0.245508000,7313,457,0.368244
492,0.246014000,16179,1011,0.814690
493,0.246514000,35080,2192,1.766445
494,0.247014000,52732,3295,2.655308
495,0.247514000,58990,3686,2.970428
496,0.248014000,50044,3127,2.519954
497,0.248514000,31175,1948,1.569810
498,0.249014000,13555,847,0.682559
499,0.249514000,7249,453,0.365022
500,0.250013000,16227,1014,0.817107
501,0.250513000,34984,2186,1.761611
502,0.251013000,52652,3290,2.651280
503,0.251513000,58814,3675,2.961566
504,0.252013000,50044,3127,2.519954
505,0.252513000,31223,1951,1.572227
506,0.253012000,13587,849,0.684170
507,0.253512000,7313,457,0.368244
508,0.254012000,16179,1011,0.814690
509,0.254511000,34904,2181,1.757583
510,0.255011000,52636,3289,2.650474
511,0.255511000,58894,3680,2.965594
512,0.256011000,50092,3130,2.522371
513,0.256511000,31399,1962,1.581090
514,0.257011000,13635,852,0.686587
515,0.257511000,7329,458,0.369050
516,0.258010000,16147,1009,0.813078
517,0.258509000,34856,2178,1.755166
518,0.259009000,52588,3286,2.648057
519,0.259509000,58910,3681,2.966400
520,0.260009000,50172,3135,2.526400
521,0.260508000,31495,1968,1.585924
522,0.261014000,13587,849,0.684170
523,0.261513000,7281,455,0.366633
524,0.262014000,16147,1009,0.813078
525,0.262513000,34968,2185,1.760806
526,0.263013000,52684,3292,2.652891
527,0.263513000,58942,3683,2.968011
528,0.264013000,49964,3122,2.515926
529,0.264513000,31271,1954,1.574644
530,0.265012000,13571,848,0.683365
531,0.265512000,7361,460,0.370661
532,0.266012000,16179,1011,0.814690
533,0.266512000,35032,2189,1.764028
534,0.267012000,52684,3292,2.652891
535,0.267512000,58958,3684,2.968816
536,0.268011000,50124,3132,2.523982
537,0.268511000,31383,1961,1.580284
538,0.269011000,13571,848,0.683365
539,0.269510000,7249,453,0.365022
540,0.270010000,16035,1002,0.807439
541,0.270510000,34920,2182,1.758388
542,0.271010000,52556,3284,2.646445
543,0.271509000,58894,3680,2.965594
544,0.272009000,50172,3135,2.526400
545,0.272509000,31511,1969,1.586729
546,0.273009000,13635,852,0.686587
547,0.273509000,7201,450,0.362605
548,0.274008000,16035,1002,0.807439
549,0.274508000,34776,2173,1.751138
550,0.275009000,52524,3282,2.644834
551,0.275509000,58942,3683,2.968011
552,0.276008000,50172,3135,2.526400
553,0.276508000,31479,1967,1.585118
554,0.277008000,13699,856,0.689810
555,0.277508000,7329,458,0.369050
556,0.278013000,16259,1016,0.818718
557,0.278513000,35032,2189,1.764028
558,0.279012000,52716,3294,2.654502
559,0.279513000,58974,3685,2.969622
560,0.280012000,50028,3126,2.519148
561,0.280513000,31287,1955,1.575450
562,0.281013000,13555,847,0.682559
563,0.281513000,7313,457,0.368244
564,0.282012000,16099,1006,0.810662
565,0.282511000,34936,2183,1.759194
566,0.283012000,52588,3286,2.648057
567,0.283511000,58910,3681,2.966400
568,0.284010000,50124,3132,2.523982
569,0.284510000,31383,1961,1.580284
570,0.285009000,13603,850,0.684976
571,0.285509000,7281,455,0.366633
572,0.286008000,16035,1002,0.807439
573,0.286514000,35096,2193,1.767251
574,0.287014000,52716,3294,2.654502
575,0.287514000,58974,3685,2.969622
576,0.288013000,50092,3130,2.522371
577,0.288513000,31351,1959,1.578672
578,0.289013000,13555,847,0.682559
579,0.289512000,7281,455,0.366633
580,0.290012000,16163,1010,0.813884
581,0.290511000,34888,2180,1.756777
582,0.291011000,52620,3288,2.649668
583,0.291511000,58910,3681,2.966400
584,0.292011000,50220,3138,2.528817
585,0.292511000,31415,1963,1.581895
586,0.293010000,13667,854,0.688199
587,0.293510000,7329,458,0.369050
588,0.294010000,16067,1004,0.809050
589,0.294510000,34856,2178,1.755166
590,0.295009000,52604,3287,2.648862
591,0.295509000,58926,3682,2.967205
592,0.296009000,50172,3135,2.526400
593,0.296509000,31431,1964,1.582701
594,0.297009000,13667,854,0.688199
595,0.297508000,7265,454,0.365827
596,0.298014000,16227,1014,0.817107
597,0.298508000,34776,2173,1.751138
598,0.299014000,52716,3294,2.654502
599,0.299514000,58926,3682,2.967205
600,0.300013000,50028,3126,2.519148
601,0.300513000,31271,1954,1.574644
602,0.301013000,13571,848,0.683365
603,0.301512000,7313,457,0.368244
604,0.302012000,16131,1008,0.812273
605,0.302512000,34952,2184,1.760000
606,0.303011000,52652,3290,2.651280
607,0.303511000,58958,3684,2.968816
608,0.304011000,50156,3134,2.525594
609,0.304510000,31415,1963,1.581895
610,0.305010000,13667,854,0.688199
611,0.305510000,7313,457,0.368244
612,0.306009000,16099,1006,0.810662
613,0.306510000,34920,2182,1.758388
614,0.307010000,52620,3288,2.649668
615,0.307510000,58910,3681,2.966400
616,0.308010000,50156,3134,2.525594
617,0.308509000,31431,1964,1.582701
618,0.309009000,13699,856,0.689810
619,0.309508000,7313,457,0.368244
620,0.310008000,16051,1003,0.808244
621,0.310508000,34824,2176,1.753555
622,0.311014000,52716,3294,2.654502
623,0.311514000,58894,3680,2.965594
624,0.312013000,50060,3128,2.520760
625,0.312513000,31271,1954,1.574644
626,0.313013000,13587,849,0.684170
627,0.313513000,7345,459,0.369856
628,0.314012000,16179,1011,0.814690
629,0.314512000,35016,2188,1.763223
630,0.315012000,52620,3288,2.649668
631,0.315511000,58862,3678,2.963982
632,0.316012000,50076,3129,2.521566
633,0.316511000,31367,1960,1.579478
634,0.317010000,13651,853,0.687393
635,0.317510000,7313,457,0.368244
636,0.318009000,16051,1003,0.808244
637,0.318508000,34776,2173,1.751138
638,0.319008000,52476,3279,2.642417
639,0.319514000,58910,3681,2.966400
640,0.320014000,50044,3127,2.519954
641,0.320514000,31287,1955,1.575450
642,0.321014000,13555,847,0.682559
643,0.321514000,7313,457,0.368244
644,0.322013000,16131,1008,0.812273
645,0.322513000,34920,2182,1.758388
646,0.323013000,52652,3290,2.651280
647,0.323513000,58926,3682,2.967205
648,0.324012000,50140,3133,2.524788
649,0.324512000,31383,1961,1.580284
650,0.325011000,13635,852,0.686587
651,0.325511000,7361,460,0.370661
652,0.326011000,16099,1006,0.810662
653,0.326511000,34840,2177,1.754360
654,0.327011000,52556,3284,2.646445
655,0.327511000,58910,3681,2.966400
656,0.328011000,50092,3130,2.522371
657,0.328510000,31415,1963,1.581895
658,0.329009000,13667,854,0.688199
659,0.329509000,7409,463,0.373079
660,0.330008000,16035,1002,0.807439
661,0.330514000,35016,2188,1.763223
662,0.331008000,52524,3282,2.644834
663,0.331514000,58878,3679,2.964788
664,0.332014000,49996,3124,2.517537
665,0.332513000,31223,1951,1.572227
666,0.333013000,13571,848,0.683365
667,0.333513000,7345,459,0.369856
668,0.334012000,16179,1011,0.814690
669,0.334512000,34952,2184,1.760000
670,0.335012000,52668,3291,2.652085
671,0.335511000,58974,3685,2.969622
672,0.336011000,50124,3132,2.523982
673,0.336512000,31319,1957,1.577061
674,0.337011000,13619,851,0.685782
675,0.337511000,7329,458,0.369050
676,0.338011000,16083,1005,0.809856
677,0.338511000,34872,2179,1.755972
678,0.339010000,52556,3284,2.646445
679,0.339509000,58926,3682,2.967205
680,0.340009000,50156,3134,2.525594
681,0.340509000,31479,1967,1.585118
682,0.341009000,13715,857,0.690616
683,0.341508000,7329,458,0.369050
684,0.342008000,16035,1002,0.807439
685,0.342514000,35000,2187,1.762417
686,0.343014000,52636,3289,2.650474
687,0.343512000,58974,3685,2.969622
688,0.344013000,50044,3127,2.519954
689,0.344513000,31287,1955,1.575450
690,0.345012000,13587,849,0.684170
691,0.345512000,7345,459,0.369856
692,0.346012000,16147,1009,0.813078
693,0.346512000,34984,2186,1.761611
694,0.347012000,52668,3291,2.652085
695,0.347511000,58894,3680,2.965594
696,0.348011000,50172,3135,2.526400
697,0.348510000,31431,1964,1.582701
698,0.349011000,13683,855,0.689004
699,0.349511000,7233,452,0.364216
700,0.350010000,16051,1003,0.808244
701,0.350510000,34776,2173,1.751138
702,0.351010000,52508,3281,2.644028
703,0.351510000,58894,3680,2.965594
704,0.352010000,50188,3136,2.527205
705,0.352510000,31399,1962,1.581090
706,0.353010000,13587,849,0.684170
707,0.353510000,7329,458,0.369050
708,0.354010000,16083,1005,0.809856
709,0.354510000,34936,2183,1.759194
710,0.355009000,52540,3283,2.645640
711,0.355509000,58926,3682,2.967205
712,0.356008000,50220,3138,2.528817
713,0.356509000,31415,1963,1.581895
714,0.357014000,13523,845,0.680948
715,0.357514000,7329,458,0.369050
716,0.358008000,16019,1001,0.806633
717,0.358509000,34792,2174,1.751943
718,0.359008000,52556,3284,2.646445
719,0.359508000,58942,3683,2.968011
720,0.360014000,50060,3128,2.520760
721,0.360514000,31207,1950,1.571421
722,0.361014000,13523,845,0.680948
723,0.361514000,7281,455,0.366633
724,0.362013000,16099,1006,0.810662
725,0.362513000,35000,2187,1.762417
726,0.363013000,52652,3290,2.651280
727,0.363512000,58910,3681,2.966400
728,0.364012000,50156,3134,2.525594
729,0.364512000,31367,1960,1.579478
730,0.365011000,13651,853,0.687393
731,0.365511000,7361,460,0.370661
732,0.366011000,16131,1008,0.812273
733,0.366511000,34856,2178,1.755166
734,0.367010000,52556,3284,2.646445
735,0.367510000,58910,3681,2.966400
736,0.368009000,50204,3137,2.528011
737,0.368509000,31479,1967,1.585118
738,0.369009000,13699,856,0.689810
739,0.369508000,7345,459,0.369856
740,0.370008000,16019,1001,0.806633
741,0.370514000,35016,2188,1.763223
742,0.371014000,52620,3288,2.649668
743,0.371513000,58910,3681,2.966400
