input_frequency_Hz,measured_Fs_Hz,nyquist_Hz,window,N_SAMPLES,N_FFT,physical_resolution_Hz,FFT_spacing_Hz,expected_alias_Hz,FFT_fundamental_Hz,frequency_error_Hz,samples_per_period,timing_jitter_us,signal_dBFS,integrated_noise_Vrms,integrated_noise_dBFS,measured_noise_floor_dBFS_per_bin,ideal_SNR_dB,ideal_noise_floor_dBFS_per_bin,SNR_dB,THD_dB,THD_percent,THDN_dB,THDN_percent,SINAD_dB,ENOB_bits,SFDR_dBc,largest_spur_Hz,largest_spur_dBFS,jitter_limited_SNR_dB
250.000000,2000.195600,1000.097800,hann,1024,1024,1.953316,1.953316,250.000000,250.023780,0.023773,8.000782,2.086959,-2.053008,0.003117003,-51.464632,-78.746050,74.000000,-99.331790,49.411624,-62.429510,0.075600,-49.200092,0.346733,49.200092,7.880414,63.263104,160.171900,-65.316220,49.687316
