input_frequency_Hz,measured_Fs_Hz,nyquist_Hz,window,N_SAMPLES,N_FFT,physical_resolution_Hz,FFT_spacing_Hz,expected_alias_Hz,FFT_fundamental_Hz,frequency_error_Hz,samples_per_period,timing_jitter_us,signal_dBFS,integrated_noise_Vrms,integrated_noise_dBFS,measured_noise_floor_dBFS_per_bin,ideal_SNR_dB,ideal_noise_floor_dBFS_per_bin,SNR_dB,THD_dB,THD_percent,THDN_dB,THDN_percent,SINAD_dB,ENOB_bits,SFDR_dBc,largest_spur_Hz,largest_spur_dBFS,jitter_limited_SNR_dB
250.000000,2000.375800,1000.187900,hann,512,512,3.906984,3.906984,250.000000,250.046540,0.046539,8.001503,2.573193,-2.052172,0.003127682,-51.434930,-75.847000,74.000000,-96.321490,49.382760,-59.414544,0.106973,-48.971710,0.355971,48.971710,7.842477,59.996808,171.907300,-62.049530,47.868152
