sample,time_s,raw_u16,code12,voltage_V
126,0.063013000,58910,3681,2.966400
127,0.063513000,49948,3121,2.515120
128,0.064013000,31143,1946,1.568199
129,0.064513000,13491,843,0.679336
130,0.065012000,7377,461,0.371467
131,0.065512000,16259,1016,0.818718
132,0.066013000,35128,2195,1.768862
133,0.066512000,52876,3304,2.662559
134,0.067012000,58926,3682,2.967205
135,0.067512000,50044,3127,2.519954
136,0.068012000,31223,1951,1.572227
137,0.068512000,13491,843,0.679336
138,0.069011000,7313,457,0.368244
139,0.069511000,16195,1012,0.815496
140,0.070011000,35032,2189,1.764028
141,0.070511000,52652,3290,2.651280
142,0.071010000,58862,3678,2.963982
143,0.071510000,50044,3127,2.519954
144,0.072009000,31319,1957,1.577061
145,0.072509000,13587,849,0.684170
146,0.073009000,7313,457,0.368244
147,0.073509000,16179,1011,0.814690
148,0.074009000,35016,2188,1.763223
149,0.074509000,52636,3289,2.650474
150,0.075008000,58846,3677,2.963177
151,0.075514000,49932,3120,2.514314
152,0.076014000,31111,1944,1.566587
153,0.076513000,13507,844,0.680142
154,0.077013000,7345,459,0.369856
155,0.077512000,16291,1018,0.820330
156,0.078012000,35128,2195,1.768862
157,0.078512000,52748,3296,2.656113
158,0.079011000,58942,3683,2.968011
159,0.079511000,50028,3126,2.519148
160,0.080011000,31335,1958,1.577867
161,0.080511000,13619,851,0.685782
162,0.081010000,7393,462,0.372273
163,0.081510000,16163,1010,0.813884
164,0.082010000,34984,2186,1.761611
165,0.082509000,52684,3292,2.652891
166,0.083009000,58926,3682,2.967205
167,0.083508000,50092,3130,2.522371
168,0.084008000,31335,1958,1.577867
169,0.084514000,13443,840,0.676919
170,0.085008000,7249,453,0.365022
171,0.085514000,16275,1017,0.819524
172,0.086013000,35080,2192,1.766445
173,0.086513000,52700,3293,2.653696
174,0.087013000,58894,3680,2.965594
175,0.087513000,49948,3121,2.515120
176,0.088013000,31175,1948,1.569810
177,0.088512000,13491,843,0.679336
178,0.089012000,7329,458,0.369050
179,0.089512000,16227,1014,0.817107
180,0.090012000,35160,2197,1.770474
181,0.090512000,52700,3293,2.653696
182,0.091012000,58926,3682,2.967205
183,0.091512000,49964,3122,2.515926
184,0.092012000,31207,1950,1.571421
185,0.092511000,13539,846,0.681753
186,0.093012000,7265,454,0.365827
187,0.093511000,16195,1012,0.815496
188,0.094011000,35048,2190,1.764834
189,0.094511000,52684,3292,2.652891
190,0.095011000,58942,3683,2.968011
191,0.095510000,50028,3126,2.519148
192,0.096010000,31239,1952,1.573033
193,0.096509000,13539,846,0.681753
194,0.097009000,7233,452,0.364216
195,0.097509000,16099,1006,0.810662
196,0.098009000,34968,2185,1.760806
197,0.098509000,52604,3287,2.648862
198,0.099009000,58942,3683,2.968011
199,0.099508000,50076,3129,2.521566
200,0.100008000,31367,1960,1.579478
201,0.100508000,13571,848,0.683365
202,0.101008000,7313,457,0.368244
203,0.101508000,16099,1006,0.810662
204,0.102014000,35144,2196,1.769668
205,0.102514000,52748,3296,2.656113
206,0.103013000,58862,3678,2.963982
207,0.103513000,49964,3122,2.515926
208,0.104013000,31063,1941,1.564170
209,0.104512000,13443,840,0.676919
210,0.105012000,7313,457,0.368244
211,0.105512000,16291,1018,0.820330
212,0.106012000,35112,2194,1.768057
213,0.106513000,52716,3294,2.654502
214,0.107012000,58894,3680,2.965594
215,0.107512000,49980,3123,2.516732
216,0.108011000,31223,1951,1.572227
217,0.108511000,13523,845,0.680948
218,0.109011000,7345,459,0.369856
219,0.109510000,16211,1013,0.816301
220,0.110010000,35016,2188,1.763223
221,0.110510000,52684,3292,2.652891
222,0.111010000,58942,3683,2.968011
223,0.111510000,50092,3130,2.522371
224,0.112009000,31351,1959,1.578672
225,0.112509000,13635,852,0.686587
226,0.113007000,7345,459,0.369856
227,0.113513000,16291,1018,0.820330
228,0.114013000,35112,2194,1.768057
229,0.114513000,52812,3300,2.659336
230,0.115012000,58974,3685,2.969622
231,0.115512000,50028,3126,2.519148
232,0.116012000,31271,1954,1.574644
233,0.116512000,13539,846,0.681753
234,0.117012000,7361,460,0.370661
235,0.117511000,16259,1016,0.818718
236,0.118011000,35096,2193,1.767251
237,0.118511000,52668,3291,2.652085
238,0.119010000,58894,3680,2.965594
239,0.119511000,50012,3125,2.518343
240,0.120011000,31255,1953,1.573838
241,0.120512000,13555,847,0.682559
242,0.121011000,7361,460,0.370661
243,0.121511000,16259,1016,0.818718
244,0.122011000,35016,2188,1.763223
245,0.122510000,52748,3296,2.656113
246,0.123010000,58974,3685,2.969622
247,0.123510000,50108,3131,2.523177
248,0.124010000,31303,1956,1.576255
249,0.124509000,13539,846,0.681753
250,0.125009000,7297,456,0.367439
251,0.125509000,16115,1007,0.811467
252,0.126009000,34888,2180,1.756777
253,0.126514000,52748,3296,2.656113
254,0.127014000,58910,3681,2.966400
255,0.127508000,50172,3135,2.526400
256,0.128008000,31367,1960,1.579478
257,0.128509000,13651,853,0.687393
258,0.129008000,7281,455,0.366633
259,0.129514000,16307,1019,0.821135
260,0.130014000,35048,2190,1.764834
261,0.130514000,52732,3295,2.655308
262,0.131014000,58862,3678,2.963982
263,0.131514000,49916,3119,2.513509
264,0.132014000,31159,1947,1.569004
265,0.132513000,13475,842,0.678531
266,0.133013000,7345,459,0.369856
267,0.133513000,16259,1016,0.818718
268,0.134012000,35064,2191,1.765640
269,0.134512000,52732,3295,2.655308
270,0.135011000,58910,3681,2.966400
271,0.135511000,50124,3132,2.523982
272,0.136010000,31239,1952,1.573033
273,0.136510000,13507,844,0.680142
274,0.137010000,7329,458,0.369050
275,0.137510000,16131,1008,0.812273
276,0.138009000,34984,2186,1.761611
277,0.138509000,52668,3291,2.652085
278,0.139008000,58894,3680,2.965594
279,0.139514000,49884,3117,2.511898
280,0.140008000,31303,1956,1.576255
281,0.140514000,13411,838,0.675308
282,0.141014000,7297,456,0.367439
283,0.141514000,16291,1018,0.820330
284,0.142014000,35144,2196,1.769668
285,0.142514000,52812,3300,2.659336
286,0.143014000,58958,3684,2.968816
287,0.143513000,49948,3121,2.515120
288,0.144013000,31223,1951,1.572227
289,0.144512000,13507,844,0.680142
290,0.145011000,7281,455,0.366633
291,0.145511000,16147,1009,0.813078
292,0.146012000,35016,2188,1.763223
293,0.146511000,52652,3290,2.651280
294,0.147010000,58878,3679,2.964788
295,0.147510000,50076,3129,2.521566
296,0.148010000,31287,1955,1.575450
297,0.148509000,13523,845,0.680948
298,0.149009000,7361,460,0.370661
299,0.149509000,16131,1008,0.812273
300,0.150009000,34984,2186,1.761611
301,0.150508000,52636,3289,2.650474
302,0.151008000,58974,3685,2.969622
303,0.151514000,49996,3124,2.517537
304,0.152014000,31127,1945,1.567393
305,0.152513000,13523,845,0.680948
306,0.153013000,7377,461,0.371467
307,0.153512000,16163,1010,0.813884
308,0.154012000,35064,2191,1.765640
309,0.154512000,52764,3297,2.656919
310,0.155012000,58926,3682,2.967205
311,0.155511000,50076,3129,2.521566
312,0.156011000,31271,1954,1.574644
313,0.156512000,13459,841,0.677725
314,0.157012000,7297,456,0.367439
315,0.157512000,16227,1014,0.817107
316,0.158011000,35064,2191,1.765640
317,0.158510000,52716,3294,2.654502
318,0.159010000,58910,3681,2.966400
319,0.159510000,50076,3129,2.521566
320,0.160009000,31319,1957,1.577061
321,0.160510000,13587,849,0.684170
322,0.161009000,7297,456,0.367439
323,0.161509000,16147,1009,0.813078
324,0.162009000,34936,2183,1.759194
325,0.162508000,52620,3288,2.649668
326,0.163008000,58894,3680,2.965594
327,0.163514000,49996,3124,2.517537
328,0.164008000,31351,1959,1.578672
329,0.164514000,13587,849,0.684170
330,0.165014000,7377,461,0.371467
331,0.165513000,16291,1018,0.820330
332,0.166013000,35256,2203,1.775308
333,0.166513000,52732,3295,2.655308
334,0.167012000,58846,3677,2.963177
335,0.167511000,49996,3124,2.517537
336,0.168012000,31175,1948,1.569810
337,0.168512000,13491,843,0.679336
338,0.169012000,7329,458,0.369050
339,0.169511000,16195,1012,0.815496
340,0.170011000,35016,2188,1.763223
341,0.170511000,52668,3291,2.652085
342,0.171010000,58910,3681,2.966400
343,0.171510000,50092,3130,2.522371
344,0.172009000,31319,1957,1.577061
345,0.172509000,13587,849,0.684170
346,0.173008000,7089,443,0.356965
347,0.173508000,16035,1002,0.807439
348,0.174014000,35176,2198,1.771279
349,0.174513000,52748,3296,2.656113
350,0.175013000,58958,3684,2.968816
351,0.175513000,49964,3122,2.515926
352,0.176013000,31175,1948,1.569810
353,0.176513000,13443,840,0.676919
354,0.177013000,7297,456,0.367439
355,0.177512000,16211,1013,0.816301
356,0.178012000,35000,2187,1.762417
357,0.178512000,52668,3291,2.652085
358,0.179011000,58862,3678,2.963982
359,0.179511000,50060,3128,2.520760
360,0.180011000,31191,1949,1.570616
361,0.180510000,13571,848,0.683365
362,0.181009000,7345,459,0.369856
363,0.181509000,16147,1009,0.813078
364,0.182008000,34936,2183,1.759194
365,0.182508000,52604,3287,2.648862
366,0.183014000,58910,3681,2.966400
367,0.183514000,49964,3122,2.515926
368,0.184013000,31159,1947,1.569004
369,0.184513000,13491,843,0.679336
370,0.185013000,7361,460,0.370661
371,0.185512000,16275,1017,0.819524
372,0.186013000,35112,2194,1.768057
373,0.186512000,52684,3292,2.652891
374,0.187012000,58910,3681,2.966400
375,0.187512000,50028,3126,2.519148
376,0.188011000,31303,1956,1.576255
377,0.188510000,13587,849,0.684170
378,0.189011000,7329,458,0.369050
379,0.189510000,16211,1013,0.816301
380,0.190010000,35000,2187,1.762417
381,0.190510000,52604,3287,2.648862
382,0.191009000,58942,3683,2.968011
383,0.191509000,50140,3133,2.524788
384,0.192009000,31367,1960,1.579478
385,0.192508000,13603,850,0.684976
386,0.193013000,7377,461,0.371467
387,0.193514000,16307,1019,0.821135
388,0.194014000,35160,2197,1.770474
389,0.194514000,52876,3304,2.662559
390,0.195013000,58990,3686,2.970428
391,0.195513000,49964,3122,2.515926
392,0.196013000,31207,1950,1.571421
393,0.196513000,13539,846,0.681753
394,0.197013000,7361,460,0.370661
395,0.197512000,16211,1013,0.816301
396,0.198012000,35080,2192,1.766445
397,0.198512000,52684,3292,2.652891
398,0.199011000,58862,3678,2.963982
399,0.199511000,50076,3129,2.521566
400,0.200010000,31287,1955,1.575450
401,0.200509000,13587,849,0.684170
402,0.201009000,7281,455,0.366633
403,0.201509000,16131,1008,0.812273
404,0.202008000,34920,2182,1.758388
405,0.202514000,52796,3299,2.658530
406,0.203014000,58894,3680,2.965594
407,0.203514000,49948,3121,2.515120
408,0.204014000,31095,1943,1.565782
409,0.204508000,13619,851,0.685782
410,0.205014000,7345,459,0.369856
411,0.205514000,16307,1019,0.821135
412,0.206014000,35176,2198,1.771279
413,0.206513000,52748,3296,2.656113
414,0.207013000,58862,3678,2.963982
415,0.207513000,49980,3123,2.516732
416,0.208014000,31175,1948,1.569810
417,0.208513000,13523,845,0.680948
418,0.209013000,7345,459,0.369856
419,0.209512000,16227,1014,0.817107
420,0.210012000,35080,2192,1.766445
421,0.210512000,52764,3297,2.656919
422,0.211012000,58974,3685,2.969622
423,0.211511000,50044,3127,2.519954
424,0.212011000,31287,1955,1.575450
425,0.212510000,13571,848,0.683365
426,0.213010000,7313,457,0.368244
427,0.213509000,16147,1009,0.813078
428,0.214009000,34968,2185,1.760806
429,0.214510000,52636,3289,2.650474
430,0.215009000,58894,3680,2.965594
431,0.215510000,50124,3132,2.523982
432,0.216009000,31351,1959,1.578672
433,0.216509000,13603,850,0.684976
434,0.217009000,7345,459,0.369856
435,0.217508000,16099,1006,0.810662
436,0.218014000,35080,2192,1.766445
437,0.218513000,52748,3296,2.656113
438,0.219013000,58878,3679,2.964788
439,0.219513000,50044,3127,2.519954
440,0.220012000,31207,1950,1.571421
441,0.220512000,13555,847,0.682559
442,0.221011000,7361,460,0.370661
443,0.221511000,16227,1014,0.817107
444,0.222011000,35000,2187,1.762417
445,0.222510000,52732,3295,2.655308
446,0.223011000,58910,3681,2.966400
447,0.223511000,50140,3133,2.524788
448,0.224011000,31303,1956,1.576255
449,0.224511000,13603,850,0.684976
450,0.225010000,7361,460,0.370661
451,0.225509000,16163,1010,0.813884
452,0.226009000,34952,2184,1.760000
453,0.226509000,52604,3287,2.648862
454,0.227008000,58894,3680,2.965594
455,0.227514000,49900,3118,2.512703
456,0.228014000,31143,1946,1.568199
457,0.228513000,13491,843,0.679336
458,0.229013000,7313,457,0.368244
459,0.229513000,16211,1013,0.816301
460,0.230012000,34968,2185,1.760806
461,0.230512000,52668,3291,2.652085
462,0.231011000,58910,3681,2.966400
463,0.231511000,50060,3128,2.520760
464,0.232011000,31271,1954,1.574644
465,0.232511000,13539,846,0.681753
466,0.233011000,7297,456,0.367439
467,0.233510000,16147,1009,0.813078
468,0.234009000,34952,2184,1.760000
469,0.234510000,52652,3290,2.651280
470,0.235009000,58926,3682,2.967205
471,0.235508000,50156,3134,2.525594
472,0.236008000,31431,1964,1.582701
473,0.236514000,13459,841,0.677725
474,0.237014000,7393,462,0.372273
475,0.237514000,16307,1019,0.821135
476,0.238013000,35176,2198,1.771279
477,0.238513000,52796,3299,2.658530
478,0.239013000,58926,3682,2.967205
479,0.239513000,50060,3128,2.520760
480,0.240013000,31207,1950,1.571421
481,0.240513000,13539,846,0.681753
482,0.241013000,7377,461,0.371467
483,0.241513000,16211,1013,0.816301
484,0.242013000,35048,2190,1.764834
485,0.242513000,52732,3295,2.655308
486,0.243013000,58910,3681,2.966400
487,0.243513000,49980,3123,2.516732
488,0.244013000,31239,1952,1.573033
489,0.244513000,13459,841,0.677725
490,0.245012000,7345,459,0.369856
491,0.245512000,16227,1014,0.817107
492,0.246012000,35000,2187,1.762417
493,0.246512000,52652,3290,2.651280
494,0.247011000,58942,3683,2.968011
495,0.247510000,50108,3131,2.523177
496,0.248010000,31335,1958,1.577867
497,0.248509000,13619,851,0.685782
498,0.249009000,7361,460,0.370661
499,0.249508000,16099,1006,0.810662
500,0.250014000,35144,2196,1.769668
501,0.250513000,52780,3298,2.657725
502,0.251013000,58942,3683,2.968011
503,0.251512000,49996,3124,2.517537
504,0.252012000,31175,1948,1.569810
505,0.252512000,13491,843,0.679336
506,0.253012000,7329,458,0.369050
507,0.253511000,16211,1013,0.816301
508,0.254011000,35016,2188,1.763223
509,0.254510000,52636,3289,2.650474
510,0.255010000,58910,3681,2.966400
511,0.255510000,50140,3133,2.524788
