input_frequency_Hz,measured_Fs_Hz,nyquist_Hz,window,N_SAMPLES,N_FFT,physical_resolution_Hz,FFT_spacing_Hz,expected_alias_Hz,FFT_fundamental_Hz,frequency_error_Hz,samples_per_period,timing_jitter_us,signal_dBFS,integrated_noise_Vrms,integrated_noise_dBFS,measured_noise_floor_dBFS_per_bin,ideal_SNR_dB,ideal_noise_floor_dBFS_per_bin,SNR_dB,THD_dB,THD_percent,THDN_dB,THDN_percent,SINAD_dB,ENOB_bits,SFDR_dBc,largest_spur_Hz,largest_spur_dBFS,jitter_limited_SNR_dB
250.000000,2000.375800,1000.187900,hann,512,1024,3.906984,1.953492,250.000000,250.045784,0.045792,8.001503,2.442087,-3.903180,0.003926986,-49.458196,-77.080220,74.000000,-96.321490,45.555016,-62.492464,0.075055,-45.467984,0.532845,45.467984,7.260463,48.442190,232.465560,-52.343772,48.322380
