input_frequency_Hz,measured_Fs_Hz,nyquist_Hz,window,N_SAMPLES,N_FFT,physical_resolution_Hz,FFT_spacing_Hz,expected_alias_Hz,FFT_fundamental_Hz,frequency_error_Hz,samples_per_period,timing_jitter_us,signal_dBFS,integrated_noise_Vrms,integrated_noise_dBFS,measured_noise_floor_dBFS_per_bin,ideal_SNR_dB,ideal_noise_floor_dBFS_per_bin,SNR_dB,THD_dB,THD_percent,THDN_dB,THDN_percent,SINAD_dB,ENOB_bits,SFDR_dBc,largest_spur_Hz,largest_spur_dBFS,jitter_limited_SNR_dB
250.000000,2000.800320,1000.400160,hann,256,256,7.815626,7.815626,250.000000,250.099460,0.099457,8.003202,3.549536,-2.052331,0.002227803,-54.381844,-73.503108,74.000000,-93.311190,52.329512,-61.939192,0.079991,-51.878616,0.254724,51.878616,8.325352,61.261270,179.759400,-63.313596,45.074172
