input_frequency_Hz,measured_Fs_Hz,nyquist_Hz,window,N_SAMPLES,N_FFT,physical_resolution_Hz,FFT_spacing_Hz,expected_alias_Hz,FFT_fundamental_Hz,frequency_error_Hz,samples_per_period,timing_jitter_us,signal_dBFS,integrated_noise_Vrms,integrated_noise_dBFS,measured_noise_floor_dBFS_per_bin,ideal_SNR_dB,ideal_noise_floor_dBFS_per_bin,SNR_dB,THD_dB,THD_percent,THDN_dB,THDN_percent,SINAD_dB,ENOB_bits,SFDR_dBc,largest_spur_Hz,largest_spur_dBFS,jitter_limited_SNR_dB
250.000000,2001.544600,1000.772300,hann,128,128,15.637067,15.637067,250.000000,250.190660,0.190659,8.006178,4.583520,-2.052402,0.001062904,-60.809492,-69.675700,74.000000,-90.300890,58.757090,-53.511436,0.211071,-52.375892,0.240550,52.375892,8.407956,60.317476,594.208560,-62.369836,42.853620
